prefix	content	marker	group	section	subsection	subsubsection	title	section_tag	context_mask	chunk_summary	group_summary	section_summary
	Replace the plug with the check valve after the mission and after flushing out the entire Power Unit with clear water.	-1	437	20	0	0		67	0	Replace the plug with the check valve after the mission and after flushing out the entire Power Unit with clear water.		
87		2	438	20	0	0		67	1			
	CONFIGURATION OF THE TANKS AND HOSES	-1	438	20	0	0		67	1	CONFIGURATION OF THE TANKS AND HOSES		
	There are two configurations that the operators may use for mixing STB slurry:  1-Two Tanks (Truck and Trailer) or 2-Single Tank (Truck only)	-1	439	20	0	0		67	0	There are two configurations that the operators may use for mixing STB slurry:  1-Two Tanks (Truck and Trailer) or 2-Single Tank (Truck only)	There are two configurations that the operators may use for mixing STB slurry:  1-Two Tanks (Truck and Trailer) or 2-Single Tank (Truck only)	
1-	Truck and Trailer The Two-Tank configuration uses both of the 750-Gallon tanks for the STB Slurry mixing operation. The Main (Truck) Tank is used to mix the slurry and the trailer tanks is a source of water for mixing and rinsing the tank.  The availability of rinse water is necessary to help clear any clogged lines and to rapidly flush out the system after discharging the slurry. Using the Tank Selector Valve attached to the rear of the Power Unit, attach the Suction Main (Single Black band) hose to the left side of the Tank Selector Valve and the Trailer Suction hose (Double Black band) to the right. Turn the valve to draw water from the trailer tank as the water source and the turn it back to draw slurry and to mix slurry in the Truck Tank. You can use one of the short discharge hoses (Double Red)  to connect the monitor output and the Agitator hose (Single Yellow) connected to the Agitator output to mix the STB slurry, recirculate and agitate the main truck tank. The White band trailer monitor hose and the double yellow band trailer agitator hose can be used to recirculate water or slurry back to the trailer tank. The trailer suction hose (double Black bands) is used to draw water or slurry from the trailer tank.	2	440	20	0	0		67	0	The main truck tank is used to mix the slurry and the trailer tanks are a source of water for mixing and rinseing the tank. The availability in rinsewater is necessary to help clear any lines if there're any	The main truck tank is used to mix the slurry and the trailer tanks are a source of water for mixing and rinseing the tank. The availability in rinsewater is necessary to help clear any lines if there're any	
2-	Truck only	2	440	20	0	0		67	1	Truck only		
	When using the truck by itself for mixing slurry, the unit will need to supply water for mixing from an external tank such as a blivet, drop tank, tank and pump unit or out of a natural source.   Make the mixing connections the same way as above for the truck tank but you will be drafting water vertically or horizontally to fill water into the mixing tank. Keep in mind that you cannot perform any other functions (i.e., agitation, or the mixing with the monitor or discharge outlets) when drafting in through the drafting port and out through the draft outlet port. Use the Vertical Draft hose (Single Blue band) to raise water from below the level of the truck tires to draw water up to the Power Unit and into the Main (Truck) tank. Use the Horizontal Drafting hose (Double Blue bands) to draw water horizontally from a drop tank or blivet on the ground.  You can do the same with the Trailer Suction Tank (Double Black bands) to extend the horizontal distance but it might not work for increasing the vertical distance.	-1	441	20	0	0		67	0	Truck will need to supply water from an external tank such as a drop tank, tank and pump unit or out of natural source. You can draw water horizontally from blivet on the ground or vertical with hose extending	Truck will need to supply water from an external tank such as a drop tank, tank and pump unit or out of natural source. You can draw water horizontally from blivet on the ground or vertical with hose extending	
	Single Black	-1	442	20	0	0		67	1	Single Black		
	Double Black	-1	442	20	0	0		67	1	Double Black		
	Double Red Single Yellow	-1	443	20	0	0		67	1	Double Red Single Yellow		
	White Double Yellow	-1	444	20	0	0		67	1	White Double Yellow		
	Mixing STB Slurry with Two Tanks	-1	445	20	0	0		67	0	Mixing STB Slurry with Two Tanks	Mixing STB Slurry with Two Tanks Approximately 40% STB (W/W) to 60% Water (W/W)	
88		2	445	20	0	0		67	1			
89		2	445	20	0	0		67	1			
	VMDS STB Slurry Mixing	-1	445	20	0	0		67	1	VMDS STB Slurry Mixing		
	Proportions	-1	445	20	0	0		67	1	Proportions		
	Approximately 40% STB (W/W) to 60% Water (W/W)	-1	445	20	0	0		67	0	Approximately 40% STB (W/W) to 60% Water (W/W)		
	Standard M12A1-sized Batch	-1	446	20	0	0		67	1	Standard M12A1-sized Batch		
	LBS	-1	447	20	0	0		67	1	LBS		
	50# Drums	-1	448	20	0	0		67	1	50# Drums		
	Gallons	-1	449	20	0	0		67	1	Gallons		
	Relative Percent (W/W)	-1	450	20	0	0		67	1	Relative Percent (W/W)		
	YIELD	-1	451	20	0	0		67	1	YIELD		
	STB 1300 26 41% about 317 gallons of slurry Water 1878 225 59% Antiset 12.5 Antifoam 144 oz.	-1	452	20	0	0		67	0	STB 1300 26 41% about 317 gallons of slurry Water 1878 225 59% Antiset 12.5 Antifoam 144 oz.	STB 1300 26 41% about 317 gallons of slurry Water 1878 225 59% Antiset 12.5 Antifoam 144 oz. Batch for VMDS 750- gallon tank Approximately 70% larger batch than that of the M12A1 Double Batch (for VMDS tanks)	
	Batch for VMDS 750- gallon tank	-1	452	20	0	0		67	0	Batch for VMDS 750- gallon tank		
	Approximately 70% larger batch than that of the M12A1	-1	452	20	0	0		67	0	Approximately 70% larger batch than that of the M12A1		
	Double Batch (for VMDS tanks)	-1	452	20	0	0		67	0	Double Batch (for VMDS tanks)		
	LBS	-1	453	20	0	0		67	1	LBS		
	50# Drums	-1	454	20	0	0		67	1	50# Drums		
	Gallons	-1	455	20	0	0		67	1	Gallons		
	Relative Percent (W/W)	-1	456	20	0	0		67	1	Relative Percent (W/W)		
	YIELD	-1	457	20	0	0		67	1	YIELD	STB 2200 44 41% about 630 to 650 gallons of slurry Water 3130 375 59% Antiset 25 Antifoam 240 oz.	
	STB 2200 44 41% about 630 to 650 gallons of slurry Water 3130 375 59% Antiset 25 Antifoam 240 oz.	-1	457	20	0	0		67	0	STB 2200 44 41% about 630 to 650 gallons of slurry Water 3130 375 59% Antiset 25 Antifoam 240 oz.		
	Approximately 8.5 to 9 gallons of water per drum of STB to mix slurry	-1	458	20	0	0		67	0	Approximately 8.5 to 9 gallons of water per drum of STB to mix slurry	Approximately 8.5 to 9 gallons of water per drum of STB to mix slurry Adding and Blending M2 Antiset and Silicone Antifoam Agent.	
	Adding and Blending M2 Antiset and Silicone Antifoam Agent.	-1	458	20	0	0		67	0	Adding and Blending M2 Antiset and Silicone Antifoam Agent.		
1.	Fill the VMDS holding (source) tank with 750 gallons of water.   The mixing tank should be empty to start.	2	459	20	0	0		67	0	Fill the VMDS holding (source) tank with 750 gallons of water.   The mixing tank should be empty to start.	Fill the VMDS holding (source) tank with 750 gallons of water.   The mixing tank should be empty to start. A shorter 1 1	
2.	Connect the Hopper/Blender to the mixing tank with the white band hose and the Agitator to the mixing tank using the yellow band hose.  A shorter 1 ½ inch hose (double red bands) can be used if the mixing tank is located on the same truck as the Power Unit. The Hopper/Blender hose should be connected to the Monitor outlet (use Selector Valve #2 - preferred). The alternate method is to draft water from an external tank using the drafting function and the draft output port on the back of the Power Unit (white marking port on the back side).  Keep in mind you will not be able to agitate if you are using the drafting function.  The Agitator is connected to the Agitator outlet with the yellow banded hose and uses Selector Valve #1 in “Agitator” mode.  The Hopper/Blender should have the screen on top of the bars to be used in a manner like a “sifter” to help break up any clumps or “dough balls” of dampened STB. A wooden broom stick or other wooden stick is useful for breaking up clumps as well.	2	459	20	0	0		67	0	A shorter 1 1		
90		2	460	20	0	0		67	1			
3.	Connect both tanks to the Tank Selector Valve and initially draw from the source tank (Trailer Tank in most cases) and discharges via the Monitor and Agitator outlets to the mixing tank on board the truck.	2	461	20	0	0		67	0	Connect both tanks to the Tank Selector Valve and initially draw from the source tank (Trailer Tank in most cases) and discharges via the Monitor and Agitator outlets to the mixing tank on board the truck.	A short (12-foot, double red band) discharge line is connected to the Line #2 Discharge on front of the Power Unit. Connect the front spraybar and rear spray bars with the rear outlets if the STB batch is ready to dispense through both spray bar hoses & rear spray bars 'on demand'. You may use this hose for clearing any chunky or clog in your truck hopper- Agitator function does	
4.	Connect a short (12-foot, double red band) discharge hose and bale with a plain shaper tip nozzle (plastic or stainless) to aid in mixing in the hopper and to flush out any clumps in the hopper. This hose is connected to the Line #2 Discharge on the front of the Power Unit. You may use this hose to clear any clogs or chunks in the hopper-blender.  Close the Pump Control valve and shift the function on Selector Valve #2 to the Monitor function after using the discharge line to flush the hopper.	2	461	20	0	0		67	0	A short (12-foot, double red band) discharge line is connected to the Line #2 Discharge on front of the Power Unit. You may use this hose for clearing any chunks or clog in the hopper-		
	The agitator function does not allow for the front spray bar outlet to be used. If the STB batch is mixed and ready to dispense through both spray bars, then connect the front spray bar hose to the front spray bar outlet and the rear spray bar hose to the rear spray bar outlet. You will then need to immediately proceed to dispense the STB slurry out both spray bars without further agitation.  Leave the yellow hose in place on the truck and attached to the agitator on the tank to facilitate changing over to agitation and flushing the tank after you’ve discharged the slurry batch.	-1	461	20	0	0		67	0	Agitator function does not allow for front spray bar outlet to be used. Connect the front spraybar hose and rear spray bars to the rear spray outlets if the STB batch is ready to dispense through both spray bars		
91		2	462	20	0	0		67	1			
5.	Start the Power Unit, begin agitation (set the Selector Valve #1 to Agitate) and draw water from the source into the mixing tank as described in the proportion table below.	2	463	20	0	0		67	0	Start the Power Unit, begin agitation (set the Selector Valve #1 to Agitate) and draw water from the source into the mixing tank as described in the proportion table below.	Antiset and antifoam materials must be completely dissolved in water before dumping them into the mixing tank. A plastic bag is inside the drum; open it as well - try to keep the STB powder dry while doing this operation if you get dampened! The action of the truck/mixing tank converts the fine powder into liquid at its bottom - not on the tank. Resulting STb should be consistency like pancake batter.	
6.	Dump the antiset into the mixing tank hopper-blender. Agitate the solution in the tank for at least 3 minutes.	2	463	20	0	0		67	0	Dump the antiset into the mixing tank hopper-blender. Agitate the solution in the tank for at least 3 minutes.		
7.	Mix the antifoam solution into a 5-gallon bucket and then dump it into the mixing tank. It is important that the antiset and antifoam materials are completely dissolved in water before dumping them into the mixing tank.	2	463	20	0	0		67	0	Mix the antifoam solution into a 5-gallon bucket and then dump it into the mixing tank. It is important that the antiset and antifoam materials are completely dissolved in water before dumping them into the mixing tank.		
8.	To prepare STB decontaminating agent for loading, open the drums of STB decontaminating agent (item 7, app D) that you intend to use for the batch. There is a plastic bag inside the drum; open it as well.  It is sometimes useful to dump the bag into an empty drum to make dumping and mixing easier for the operator.  Try to keep the STB powder dry while doing this operation as the STB will clump and form “dough balls” if it gets dampened.	2	463	20	0	0		67	0	"A plastic bag is inside the drum; open it as well. Try to keep the STB powder dry while doing this operation if it gets dampened - it will clump and form ""dough balls"" in the"		
9.	Draw water into truck/mixing tank from the trailer/holding tank (see Section 7.2.4 of this manual).	2	463	20	0	0		67	0	Draw water into truck/mixing tank from the trailer/holding tank (see Section 7.2.4 of this manual).		
10.	Begin mixing with the Hopper/Blender (use the Monitor function on Selector Valve #2) and begin to dump one drum of STB into the hopper.  This process will be slow going at first and you may need to rinse or flush the hopper periodically with a hose and bale connected to the Discharge #2 port. STB is a very fine powder that resembles flour and will clump when wetted. The action of the hopper/blender converts the clumps and powder into slurry at the ejector (located at the bottom of the hopper/blender).  When one drum is completely mixed, start on the next drum. Keep a steady pace of filling the hopper-blender with STB to reduce air from getting into the mixture and causing foam to occur in the tank. Do not flush the hopper/blender if you don’t have to.	2	463	20	0	0		67	0	STB is a very fine powder that will clump when wetted. The action of the hopper/blender converts the clumps and powder into liquid at its bottom - not in the tank		
11.	The resulting STB slurry should be the consistency of pancake batter. If too foamy; add more antifoam.	2	463	20	0	0		67	0	The resulting STB slurry should be the consistency of pancake batter. If too foamy; add more antifoam.		
12.	Disperse the STB slurry out of the front spray bar (FSB), using the Rear Spray Bar (RSB) function on Selector #2.  (Selector #1 is already set to Agitator so cannot be set to FSB.)  You will need to do it this way if you need to continue agitation while dispensing slurry.  If you are intending to use both spray bars, then connect the spray bars and hoses in the primary manner and rapidly dispense the slurry and then immediately begin flushing and agitating the tank to reduce any remaining STB from falling out of the suspension and forming a crust on the insides of the tank.	2	463	20	0	0		67	0	Slurry is dispersed out of the front spray bar (FSB) using the Rear Spray Bar function on Selector #2. Connect the spray bars and hose in the primary manner and rapidly distribute the STb - then		
13.	You can disperse the STB slurry out of the Monitor and a hose connected to the Monitor output, using the “Remote Monitor” function on Selector #2.	2	463	20	0	0		67	0	You can disperse the STB slurry out of the Monitor and a hose connected to the Monitor output, using the “Remote Monitor” function on Selector #2.		
92		2	464	20	0	0		67	1			
14.	You can also disperse STB Slurry with a red band hose with a D-Bale gun and a 3/8” or 1/2” shaper tip nozzle connected to Discharge Line 2.  Do not use a fog nozzle with STB slurry as the fogger nozzle will clog almost immediately.	2	465	20	0	0		67	0	You can also disperse STB Slurry with a red band hose with a D-Bale gun and a 3/8” or 1/2” shaper tip nozzle connected to Discharge Line 2.  Do not use a fog nozzle with STB slurry as the fogger nozzle will clog almost immediately.	You can also disperse STB Slurry with a red band hose with a D-Bale gun and a 3/8” or 1/2” shaper tip nozzle connected to Discharge Line 2.  Do not use a fog nozzle with STB slurry as the fogger nozzle will clog almost immediately. If the supply of agent is exhausted before loading, the tank may foam. Stop or reduce foaming by adding additional silicone antifoam agent. In this case, the tank should be filled with decontaminating agents and water. To	
15.	Add the planned amount of STB decontaminating agent (item 7, app D) in one continuous operation through the hopper-blender. When loading agent, see that hopper does not run out of STB decontaminating agent. If the supply of agent is exhausted before loading is completed, the slurry in the tank may foam. Stop or reduce foaming by adding additional silicone antifoam agent.	2	465	20	0	0		67	0	If the supply of agent is exhausted before loading, the tank may foam. Stop or reduce foaming by adding additional silicone antifoam agent. In this case, the tank should be filled with decontaminating agents and water. To		
	CAUTION	-1	466	20	0	0		67	1	CAUTION		
	Cycle the water containing M2 antiset and the antifoam for at least three (3) minutes before mixing STB. The M2 antiset and antifoam must be completely dissolved.	-1	467	20	0	0		67	0	Cycle the water containing M2 antiset and the antifoam for at least three (3) minutes before mixing STB. The M2 antiset and antifoam must be completely dissolved.	Cycle the water containing M2 antiset and the antifoam for at least three (3) minutes before mixing STB. The M2 antiset and antifoam must be completely dissolved.	
	NOTE	-1	468	20	0	0		67	1	NOTE		
	If the M2 antiset is caked, it must be crushed as fine as possible before adding it to the water in the tank unit assembly.	-1	469	20	0	0		67	0	If the M2 antiset is caked, it must be crushed as fine as possible before adding it to the water in the tank unit assembly.	If the M2 antiset is caked, it must be crushed as fine as possible before adding it to the water in the tank unit assembly.	
	NOTE	-1	470	20	0	0		67	1	NOTE		
	Before starting the loading and blending operations, break up the large lumps of STB to prevent clogging of the lines and to ensure the best possible water-slurry mixture.	-1	471	20	0	0		67	0	Before starting the loading and blending operations, break up the large lumps of STB to prevent clogging of the lines and to ensure the best possible water-slurry mixture.	Before starting the loading and blending operations, break up the large lumps of STB to prevent clogging of the lines and to ensure the best possible water-slurry mixture.	
	CAUTION	-1	472	20	0	0		67	1	CAUTION		
	After the slurry is blended, it must be agitated constantly until used. It is useful to agitate with both the agitator and the hopper-blender.  Use “Agitator” function on Selector #1 and “Monitor” on Selector #2 and route the monitor hose (purple band) or a short discharge hose (double red band)  to the hopper-blender.  The alternate is to use the #2 discharge port to the hopper-blender with a double red band hose.  Decide which method you will use in advance, so you avoid changing over hoses and connections.  After blending is complete, replace tank lid. Agitate the slurry mixture avoid adding air with the Agitator and to reduce foaming.	-1	473	20	0	0		67	0	"Agitate the mixture constantly until used. Use ""agitator"" function on Selector #1 and ""Monitor' on selecto #2 - route monitor hose to hopper-blender if needed ;"	"Agitate the mixture constantly until used. Use ""agitator"" function on Selector #1 and ""Monitor' on selecto #2 - route monitor hose to hopper-blender if needed ;"	
	AGITATING SLURRY IN TANK UNIT	-1	474	20	0	0		67	1	AGITATING SLURRY IN TANK UNIT		
a.	Make sure the Agitator hose (yellow band) is connected to the Agitator output on the back of the Power Unit and that the Agitator function is operating (Agitator function on Selector #1). You can look into the tank if the hopper/blender is removed to observe the agitation (adding air to add more turbulence helps in this observation but adding air will cause foaming to occur). You can also inspect the tank in the other compartments using the inspection/cleanout ports.	2	475	20	0	0		67	0	Add air to add more turbulence helps in this observation but adding air will cause foaming to occur. You can also inspect the tank in other compartments using inspection/cleanout ports - see below for details! Click	Add air to add more turbulence helps in this observation but adding air will cause foaming to occur. You can also inspect the tank in other compartments using inspection/cleanout ports - see below for details! Click If too foamy; add more antifoam. Continue to agitate while dispensing the slurry.  Once the slurry is dispensed (should take 15- minutes to dispense the standard batch), rinse and flush the tank immediately or immediately make another batch.	
b.	If too foamy; add more antifoam.	2	475	20	0	0		67	0	If too foamy; add more antifoam.		
c.	Continue to agitate while dispensing the slurry.  Once the slurry is dispensed (should take 15- minutes to dispense the standard batch), rinse and flush the tank immediately or immediately make another batch.	2	475	20	0	0		67	0	Continue to agitate while dispensing the slurry.  Once the slurry is dispensed (should take 15- minutes to dispense the standard batch), rinse and flush the tank immediately or immediately make another batch.		
	CAUTION	-1	476	20	0	0		67	1	CAUTION		
	You can still operate the hopper/blender, but it may introduce more air in the slurry mixture and cause foaming after mixing.	-1	477	20	0	0		67	0	You can still operate the hopper/blender, but it may introduce more air in the slurry mixture and cause foaming after mixing.	You can still operate the hopper/blender, but it may introduce more air in the slurry mixture and cause foaming after mixing.	
93		2	478	20	0	0		67	1			
	CAUTION	-1	478	20	0	0		67	1	CAUTION		
	The agitator and the hopper-blender hoses will contain slurry. Rinse and clean out these hoses and any fittings thoroughly before storing them in the tank basket.	-1	479	20	0	0		67	0	The agitator and the hopper-blender hoses will contain slurry. Rinse and clean out these hoses and any fittings thoroughly before storing them in the tank basket.	The agitator and the hopper-blender hoses will contain slurry. Rinse and clean out these hoses and any fittings thoroughly before storing them in the tank basket.	
	NOTE: Only one discharge hose is to be used for spraying slurry at a time; use Discharge #2 only so agitation of the slurry in the tank may continue . IN MOST OPERATIONS USING	-1	480	20	0	0		67	0	NOTE: Only one discharge hose is to be used for spraying slurry at a time; use Discharge #2 only so agitation of the slurry in the tank may continue . IN MOST OPERATIONS USING	NOTE: Only one discharge hose is to be used for spraying slurry at a time; use Discharge #2 only so agitation of the slurry in the tank may continue . IN MOST OPERATIONS USING	
	SLURRY, IT MAY BE DESIRED TO SPRAY SLURRY WITH THE FRONT SPRAY BAR.	-1	480	20	0	0		67	1	SLURRY, IT MAY BE DESIRED TO SPRAY SLURRY WITH THE FRONT SPRAY BAR.		
	TO DO THIS OPERATION, YOU WILL NEED TO CONTINUE AGITATION WHILE	-1	480	20	0	0		67	1	TO DO THIS OPERATION, YOU WILL NEED TO CONTINUE AGITATION WHILE		
	SPRAYING.  YOU WILL USE THE AGITATOR FUNCTION ON SELECTOR VALVE #1	-1	480	20	0	0		67	1	SPRAYING.  YOU WILL USE THE AGITATOR FUNCTION ON SELECTOR VALVE #1		
	AND THE “REAR SPRAY BAR” FUNCTION ON SELECTOR VALVE #2 BUT CONNECT	-1	480	20	0	0		67	1	AND THE “REAR SPRAY BAR” FUNCTION ON SELECTOR VALVE #2 BUT CONNECT		
	THE FRONT SPRAY BAR HOSE (GREEN BAND) TO THE REAR SPRAY BAR OUTLET	-1	480	20	0	0		67	1	THE FRONT SPRAY BAR HOSE (GREEN BAND) TO THE REAR SPRAY BAR OUTLET		
	(ORANGE) ON THE BACK OF THE POWER UNIT.	-1	480	20	0	0		67	1	(ORANGE) ON THE BACK OF THE POWER UNIT.		
	When mixing and dispensing slurry, you must agitate the tank to keep the slurry in suspension. Selector #1 will be occupied with that function.  You will then need to use Selector #2 and the Rear Spray Bar outlet (on the back of the VMDS Power Unit) to connect the front spray bar and its hose to discharge slurry through the front spray bar.  You can also spray slurry using Discharge #2 (on the front of the Power Unit) with the 1 ½ inch discharge hose (red bands) and bale (gun) assembly.	-1	481	20	0	0		67	0	Selector #1 will be occupied with mixing and dispensing the slurry. You will need to connect the front spray bar and its outlet to discharge a hose if necessary, using Selecter #2 - on the	Selector #1 will be occupied with mixing and dispensing the slurry. You will need to connect the front spray bar and its outlet to discharge a hose if necessary, using Selecter #2 - on the	
	NOTE: YOU WILL ONLY BE ABLE TO DISPENSE SLURRY THROUGH EITHER THE	-1	482	20	0	0		67	1	NOTE: YOU WILL ONLY BE ABLE TO DISPENSE SLURRY THROUGH EITHER THE		
	FRONT OR REAR SPRAY BAR BUT NOT BOTH AT THE SAME TIME. DO NOT USE A	-1	482	20	0	0		67	1	FRONT OR REAR SPRAY BAR BUT NOT BOTH AT THE SAME TIME. DO NOT USE A		
	FOG NOZZLE AS IT WILL CLOG WITH SLURRY; USE A SHAPER TIP NOZZLE (RED	-1	482	20	0	0		67	1	FOG NOZZLE AS IT WILL CLOG WITH SLURRY; USE A SHAPER TIP NOZZLE (RED		
	PLASTIC OR STAINLESS STEEL).	-1	482	20	0	0		67	1	PLASTIC OR STAINLESS STEEL).		
	If dispersing slurry with a gun, use Discharge #2 and a D-Bale gun with the shaper tip nozzle or the Monitor outlet (on the back of the Power Unit) using the Remote Monitor function on the #2 Selector Valve.	-1	483	20	0	0		67	0	If dispersing slurry with a gun, use Discharge #2 and a D-Bale gun with the shaper tip nozzle or the Monitor outlet (on the back of the Power Unit) using the Remote Monitor function on the #2 Selector Valve.	If dispersing slurry with a gun, use Discharge #2 and a D-Bale gun with the shaper tip nozzle or the Monitor outlet (on the back of the Power Unit) using the Remote Monitor function on the #2 Selector Valve. After the spraying mission is complete, flush, drain, clean, and store the apparatus according to procedure outlined in Section 7.3 of the VMDS Operator’s Manual.	
	After the spraying mission is complete, flush, drain, clean, and store the apparatus according to procedure outlined in Section 7.3 of the VMDS Operator’s Manual.	-1	483	20	0	0		67	0	After the spraying mission is complete, flush, drain, clean, and store the apparatus according to procedure outlined in Section 7.3 of the VMDS Operator’s Manual.		
94		2	484	20	0	0		67	1			
	A-1: HMDS STB Mixing Requirements, V1, 08 May 8, 2019	-1	484	20	0	0		67	1	A-1: HMDS STB Mixing Requirements, V1, 08 May 8, 2019		
	Required Personnel: # of mixers: 3, two to mix the STB, one to prep (cut the bag and place the powder in the drums)	-1	485	20	0	0		67	0	Required Personnel: # of mixers: 3, two to mix the STB, one to prep (cut the bag and place the powder in the drums)	Required Personnel: # of mixers: 3, two to mix the STB, one to prep (cut the bag and place the powder in the drums) Required Material: Decon Agent STB, NSN 6850-00-297-6653, Antifoam Compound, NSN 6850-00-950-6489 Antisetting compound, NSN 6850-00-656-0926	
	Required Material: Decon Agent STB, NSN 6850-00-297-6653, Antifoam Compound, NSN 6850-00-950-6489 Antisetting compound, NSN 6850-00-656-0926	-1	485	20	0	0		67	0	Required Material: Decon Agent STB, NSN 6850-00-297-6653, Antifoam Compound, NSN 6850-00-950-6489 Antisetting compound, NSN 6850-00-656-0926		
	Appendix A TM 3-4230-237-10 0008	-1	485	20	0	0		67	1	Appendix A TM 3-4230-237-10 0008		
	OPERATOR MAINTENANCE OPERATION UNDER USUAL CONDITIONS SPRAYING DECONTAMINANT SOLUTION	-1	485	20	0	0		67	1	OPERATOR MAINTENANCE OPERATION UNDER USUAL CONDITIONS SPRAYING DECONTAMINANT SOLUTION		
	INITIAL SETUP:	-1	486	20	0	0		67	1	INITIAL SETUP:		
	Materials/Parts Materials/Parts (cont.) Antifoam Compound, Silicone (WP 0029, Table 1, Sodium Carbonate (WP 0029, Table 1, Item 21) Item 2) Sodium Hydroxide, Technical (WP 0029, Table 1, Antisetting Compound, Decontaminating Slurry Item 22) (WP 0029, Table 1, Item 3) Decontaminating Agent STB (WP 0029, Table 1,	-1	487	20	0	0		67	1	Materials/Parts Materials/Parts (cont.) Antifoam Compound, Silicone (WP 0029, Table 1, Sodium Carbonate (WP 0029, Table 1, Item 21) Item 2) Sodium Hydroxide, Technical (WP 0029, Table 1, Antisetting Compound, Decontaminating Slurry Item 22) (WP 0029, Table 1, Item 3) Decontaminating Agent STB (WP 0029, Table 1,		
	References Item 8) FM 3-11.5 Detergent, General Purpose (WP 0029, Table 1, TM 10-8415-220-10 Item 9) WP 0006 Disinfectant, Calcium Hypochlorite (WP 0029, WP 0007 Foam Liquid, Fire Extinguishing (WP 0029, Table 1, Item 12)	-1	487	20	0	0		67	1	References Item 8) FM 3-11.5 Detergent, General Purpose (WP 0029, Table 1, TM 10-8415-220-10 Item 9) WP 0006 Disinfectant, Calcium Hypochlorite (WP 0029, WP 0007 Foam Liquid, Fire Extinguishing (WP 0029, Table 1, Item 12)		
	MAKING SUPER TROPICAL BLEACH (STB) DECONTAMINATING AGENT SLURRY	-1	488	20	0	0		67	1	MAKING SUPER TROPICAL BLEACH (STB) DECONTAMINATING AGENT SLURRY		
	WARNING	-1	488	20	0	0		67	1	WARNING		
•	Wear protective clothing and a mask when engaged in decontaminating operations. Super Tropical Bleach (STB) decontaminating agent and slurry are harmful to the skin, eyes, lungs, and clothing. If STB decontaminating agent or slurry gets into the eyes, flush them immediately with clear water. If STB decontaminating agent or slurry is taken internally, drink raw egg white, milk, rice gruel, or milk of magnesia. Do not induce vomiting. Seek medical assistance immediately. If STB decontaminating agent or slurry contacts the skin, wash off immediately with clear water.	1	489	20	0	0		67	0	Decontaminating agent and slurry are harmful to the skin, eyes, lungs, clothing. Flush with clear water if it gets into your eyes - do not induce vomiting unless you're in pain a day	Decontaminating agent and slurry are harmful to the skin, eyes, lungs, clothing. Flush with clear water if it gets into your eyes - do not induce vomiting unless you're in pain a day Do not use antifreeze with STB. Heat releasing reaction occurs. STB slurry temperature increases as STB powder is added.  When using higher starting water temperatures, use caution when handling bare metal parts such as gun assemblies. Failure to comply may result in burns to skin.	
•	Do not use antifreeze with STB. Heat releasing reaction occurs.	1	489	20	0	0		67	0	Do not use antifreeze with STB. Heat releasing reaction occurs.		
•	STB slurry temperature increases as STB powder is added.  When using higher starting water temperatures, use caution when handling bare metal parts such as gun assemblies. Failure to comply may result in burns to skin.	1	489	20	0	0		67	0	STB slurry temperature increases as STB powder is added.  When using higher starting water temperatures, use caution when handling bare metal parts such as gun assemblies. Failure to comply may result in burns to skin.		
95		2	490	20	0	0		67	1			
	General	-1	490	20	0	0		67	1	General		
	When preparing slurry, add the M2 (antisetting compound decontaminating slurry) to the water first. Mix water with M2 antiset for three minutes. Next add the silicone antifoam agent. Mix silicone antifoam agent for at least three minutes before adding the STB decontaminating agent. Prepare the slurry as near to using time as possible. Never prepare slurry more than four hours in advance of use. STB will dissolve more rapidly in hot water; however, STB may foam excessively at water temperatures greater than 110 °F.  Limit starting water temperature to 110 °F or less when possible.  If water temperature must exceed 110 °F (such as if the source water exceeds 110 °F), it is recommended to limit STB slurry batch size to a half batch (158 gallons) to mitigate the effects of excessive foaming.	-1	491	20	0	0		67	0	Slurry should be prepared four hours in advance of use. Silicone antifoam agent is used to decontaminate the sand if needed, but not before. It will dissolve more rapidly in hot water; however	Slurry should be prepared four hours in advance of use. Silicone antifoam agent is used to decontaminate the sand if needed, but not before. It will dissolve more rapidly in hot water; however	
	0008-1	-1	492	20	0	0		67	1	0008-1		
	TM 3-4230-237-10                                                    0008	-1	492	20	0	0		67	1	TM 3-4230-237-10                                                    0008		
	MAKING SUPER TROPICAL BLEACH (STB) DECONTAMINATING AGENT SLURRY - Continued	-1	492	20	0	0		67	1	MAKING SUPER TROPICAL BLEACH (STB) DECONTAMINATING AGENT SLURRY - Continued		
	M2 Antiset	-1	492	20	0	0		67	1	M2 Antiset		
	The M2 antiset retards setting of the slurry. If M2 antiset is not added, especially in cold weather, the slurry will set rapidly and will form a hard mortar-like mass that will clog the tank and lines. Add M2 antiset in the proportion of 1 lb to each 100 lb. (0.45 kg to each 45 kg) of STB agent for small quantities of slurry or one 12-1/2 lb (5.7 kg) package of M2 antiset per 1,300 lb (589.6 kg) of STB decontaminating agent (225 gallons/851.7 liters of water). Remove the hopper tank lid and load the M2 antiset into the tank through the hopper-blender.	-1	493	20	0	0		67	0	If not added, the slurry will set rapidly and form a hard mortar-like mass that will clog the tank and lines. Add 1lb to each 100 pounds (0.45 kg) of STB agent for	If not added, the slurry will set rapidly and form a hard mortar-like mass that will clog the tank and lines. Add 1lb to each 100 pounds (0.45 kg) of STB agent for	
	Silicone Antifoam Agent	-1	494	20	0	0		67	1	Silicone Antifoam Agent		
