prefix	c0	content	size	face	marker	line	page	x0	y0	x1	y1	caption	mask	spacing	chunk	group	type	section	subsection	subsubsection	title	section_tag	image_url
	protecting the hoses where they bend over the truck cab or the tailgate.	protecting the hoses where they bend over the truck cab or the tailgate. See CLS for the coiled	12.0	0	-1	2120	75	11.768627790064594	55.26187010485717	86.04315464792688	57.283081671204236	0	0	-0.3	1319	407	1	17	0	0		59	
	protector materials.	protector materials. Magnets and coiled protectors are expendable items that may be consumed	12.0	0	-1	2121	75	11.768627790064594	57.004292805989586	86.76993176828023	59.02550437233665	0	0	-0.3	1319	407	1	17	0	0		59	
	in use.	in use.	12.0	0	-1	2122	75	11.768627790064594	58.74671936035157	18.356208551942913	60.76793092669863	0	0	-0.3	1319	407	1	17	0	0		59	
	<img0214>	<img0214>	-1.0	-1	-1	2123	75	11.764705882352942	68.5580783420139	88.23529411764706	82.85100917623501	0	1	7.8	1320	408	0	17	0	0		59	
	Front Spray Bar	Front Spray Bar	9.960000038146973	1	-1	2124	75	14.101960923936632	85.45728741270123	26.122311361474928	87.19903194543087	0	0	2.6	1321	408	0	17	0	0		59	
	(without the	(without the	9.960000038146973	1	-1	2125	75	15.670588125590406	87.57799707277857	24.558100980870865	89.31974160550821	0	0	0.4	1322	409	1	17	0	0		59	
	outriggers)	outriggers)	9.960000038146973	1	-1	2126	75	16.06274523766212	89.41666574189158	24.258171031677644	91.44095218542851	0	0	0.1	1322	409	1	17	0	0		59	
	Rear Spray Bar	Rear Spray Bar	9.960000038146973	1	-1	2127	75	45.32189462699142	86.13860005080099	56.8104563195721	87.88034458353063	0	0	-5.3	1323	410	0	17	0	0		59	
	Note: The Rear Spray Bar is NOT USED in this position if	Note: The Rear Spray Bar is NOT USED in this position if	9.960000038146973	1	-1	2128	75	30.493463254442403	88.2598183371804	71.58823948280484	90.00156286991005	0	0	0.4	1324	411	1	17	0	0		59	
	the trailer is being deployed	the trailer is being deployed	9.960000038146973	1	-1	2129	75	41.14542443767872	90.09848700629341	61.48202434863919	92.12277344983033	0	0	0.1	1324	411	1	17	0	0		59	
	Rear Spray Bar	Rear Spray Bar	9.960000038146973	1	-1	2130	75	78.09477164075265	85.81060544408933	89.6633970971201	87.83489188762627	0	0	-6.3	1325	412	0	17	0	0		59	
	Magnets	Magnets	9.960000038146973	1	-1	2131	75	35.67483690049913	62.98914437342172	42.165030685125615	65.01343081695865	0	0	-24.8	1326	412	0	17	0	0		59	
	VMDS Technical and Operators Manual	VMDS Technical and Operators Manual ver 2019.2.l	9.960000038146973	0	-1	2132	76	11.768627790064594	4.375376845851089	82.82171511182598	6.103285876187412	0	1	-60.6	1327	412	0	17	0	0		59	
76			12.0	0	2	2133	76	11.768627790064594	91.77726976799244	14.490196128296697	93.85909263533776	0	1	85.7	1328	412	0	17	0	0		59	
12.0	WINTERIZATION AND FREEZE PREVENTION PROCEDURES	WINTERIZATION AND FREEZE PREVENTION PROCEDURES	12.0	1	0	2134	76	11.768627790064594	8.918178442752723	73.99182787128524	11.016663638028232	0	0	-84.9	1329	412	0	18	0	0	WINTERIZATION AND FREEZE PREVENTION PROCEDURES	60	
	12.1 (STEP #1) INITIAL BLOW-DOWN OPERATION	12.1 (STEP #1) INITIAL BLOW-DOWN OPERATION	12.0	1	-1	2135	76	11.768627790064594	12.405559270068853	59.01143691119026	14.504044465344363	0	0	1.4	1330	412	0	18	1	0	(STEP #1) INITIAL BLOW-DOWN OPERATION	61	
	NOTE: If the following procedures are not properly completed, risk of cracking the power	NOTE: If the following procedures are not properly completed, risk of cracking the power	12.0	1	-1	2136	76	11.768627790064594	15.89040467233369	88.69444404552186	17.98888890430181	0	0	1.4	1331	412	0	18	1	0		61	
	unit’s pump may occur if the residual water freezes within the pump housing.	unit’s pump may occur if the residual water freezes within the pump housing. Use gloves,	12.0	1	-1	2137	76	11.768627790064594	17.632827373466107	88.74183604919833	19.731311605434225	0	0	-0.4	1331	412	0	18	1	0		61	
	hearing and eye protection to protect against injury.	hearing and eye protection to protect against injury.	12.0	1	-1	2138	76	11.768627790064594	19.361613495181306	55.933006137025124	21.473734306566644	0	0	-0.4	1331	412	0	18	1	0		61	
	This procedure will use the internally generated air pressure to blow out any residual liquid	This procedure will use the internally generated air pressure to blow out any residual liquid	12.0	0	-1	2139	76	11.768627790064594	22.846466603905267	83.81437413832721	24.86767817025233	0	0	1.4	1332	413	1	18	1	0		61	
	laying in the lowest internal points within the diaphragm pump.  This initial procedure will	laying in the lowest internal points within the diaphragm pump.  This initial procedure will	12.0	0	-1	2140	76	11.768627790064594	24.588889305037682	83.51372612847223	26.61010087138475	0	0	-0.3	1332	413	1	18	1	0		61	
	ensure as much of the contained liquid is pushed out of the pump.	ensure as much of the contained liquid is pushed out of the pump.	12.0	0	-1	2141	76	11.768627790064594	26.3313120061701	64.81536167119843	28.352523572517164	0	0	-0.3	1332	413	1	18	1	0		61	
	Winterization/Blow-Down:	Winterization/Blow-Down:	12.0	1	-1	2142	76	11.768627790064594	29.82980169431128	35.400325800079145	31.928285926279397	0	0	1.5	1333	414	0	18	1	0		61	
1.	Turn BOTH SELECTORS to	Turn BOTH SELECTORS to OFF	12.0	1	2	2143	76	14.70980426065283	33.27903747558594	45.69444344713797	35.416917126588146	0	0	1.4	1334	415	3	18	1	0		61	
2.	Start the power unit and let run until unit is idled down and ready for operation.	Start the power unit and let run until unit is idled down and ready for operation.	12.0	1	2	2144	76	14.70980426065283	35.02146402994792	80.5653590782016	37.15934368095013	0	0	-0.4	1335	415	3	18	1	0		61	
3.	Turn PUMP CONTROL to	Turn PUMP CONTROL to OFF	12.0	1	2	2145	76	14.70980426065283	36.7638905843099	43.968953649982126	38.90177023531211	0	0	-0.4	1336	415	3	18	1	0		61	
4.	Turn AIR CONTROL to	Turn AIR CONTROL to DRY/OPEN	12.0	1	2	2146	76	14.70980426065283	38.50631328544232	48.32189721998826	40.644192936444526	0	0	-0.4	1337	415	3	18	1	0		61	
5.	Keep SELECTOR 1 to	Keep SELECTOR 1 to OFF	12.0	1	2	2147	76	14.70980426065283	40.24873598657474	40.57679768481286	42.386615637576945	0	0	-0.4	1338	415	3	18	1	0		61	
6.	Remove all the dust caps.	Remove all the dust caps.	12.0	1	2	2148	76	14.70980426065283	41.99116254093671	38.24346455094082	44.12904219193892	0	0	-0.4	1339	415	3	18	1	0		61	
7.	Turn SELECTOR 2 to	Turn SELECTOR 2 to LINE 2. Run for 10-15 seconds.	12.0	1	2	2149	76	14.70980426065283	43.73358524206913	61.89379224590227	45.87146489307134	0	0	-0.4	1340	415	3	18	1	0		61	
8.	Turn SELECTOR 2 to	Turn SELECTOR 2 to MONITOR. Run for 10-15 seconds.	12.0	1	2	2150	76	14.70980426065283	45.47601179643111	65.42320500791463	47.61389144743332	0	0	-0.4	1341	415	3	18	1	0		61	
9.	Return BOTH SELECTORS to	Return BOTH SELECTORS to OFF	12.0	1	2	2151	76	14.70980426065283	47.21843449756353	47.223857804840684	49.35631414856574	0	0	-0.4	1342	415	3	18	1	0		61	
10.	Shut down power unit	Shut down power unit	12.0	1	2	2152	76	14.70980426065283	48.96085719869595	35.51797305836397	51.098736849698156	0	0	-0.4	1343	415	3	18	1	0		61	
11.	Replace all the dust caps.	Replace all the dust caps.	12.0	1	2	2153	76	14.70980426065283	50.703283753057924	38.027777079663245	52.84116340406013	0	0	-0.4	1344	415	3	18	1	0		61	
	12.2 (STEP #2) RECREATIONAL VEHICLE (RV) ANTI-FREEZE PROCEDURE	12.2 (STEP #2) RECREATIONAL VEHICLE (RV) ANTI-FREEZE PROCEDURE	12.0	1	-1	2154	76	11.768627790064594	55.972474994081445	82.80065199908088	58.07095922604956	0	0	3.1	1345	416	0	18	2	0	(STEP #2) RECREATIONAL VEHICLE (RV) ANTI-FREEZE PROCEDURE	62	
	WARNING!	WARNING! NEVER use anti-freeze with STB (Super Tropical Bleach). A heat-	12.0	1	-1	2155	76	21.88562131395527	62.92853692565302	86.08104232089971	65.04065773703836	0	0	4.9	1346	416	0	18	2	0		62	
	releasing reaction occurs!	releasing reaction occurs!	12.0	0	-1	2156	76	22.31699376324423	64.67095577355587	42.94934740253523	66.69216733990294	0	0	-0.4	1346	416	0	18	2	0		62	
	This procedure serves as a secondary precaution to ensure pump cracking does not occur.  The	This procedure serves as a secondary precaution to ensure pump cracking does not occur.  The	12.0	0	-1	2157	76	11.768627790064594	68.15580888227983	88.71925703061173	70.1770204486269	0	0	1.5	1347	417	1	18	2	0		62	
	intake of RV anti-freeze will mix with any residual liquid within the pump after the blow-down	intake of RV anti-freeze will mix with any residual liquid within the pump after the blow-down	12.0	0	-1	2158	76	11.768627790064594	69.89823158341225	88.74182607613358	71.91944314975932	0	0	-0.3	1347	417	1	18	2	0		62	
	procedure is completed to further prevent the pump from cracking under freezing conditions.	procedure is completed to further prevent the pump from cracking under freezing conditions.	12.0	0	-1	2159	76	11.768627790064594	71.6406619910038	86.17320341222427	73.66187355735086	0	0	-0.3	1347	417	1	18	2	0		62	
	Using the DRAFT hose, connect the male end to the	Using the DRAFT hose, connect the male end to the DRAFT port located on the front of the power	12.0	1	-1	2160	76	11.768627790064594	75.12929897115689	88.72517105800654	77.24141592931267	0	0	1.5	1348	418	0	18	2	0		62	
	unit.  Pour 1 quart of RV anti-freeze into a bucket.  Place the opposite end of the hose into the anti-	unit.  Pour 1 quart of RV anti-freeze into a bucket.  Place the opposite end of the hose into the anti-	12.0	0	-1	2161	76	11.768627790064594	76.8717216722893	88.23790706061071	78.89293323863637	0	0	-0.4	1348	418	1	18	2	0		62	
	freeze bucket.	freeze bucket.	12.0	0	-1	2162	76	11.768627790064594	78.61414437342172	25.21895364998213	80.63535593976879	0	0	-0.3	1348	418	1	18	2	0		62	
1.	Start the power unit and let run until unit is ready for operation. (Ensure BOTH	Start the power unit and let run until unit is ready for operation. (Ensure BOTH	12.0	1	2	2163	76	14.70980426065283	82.07322708284012	88.73789668862337	84.21110673384233	0	0	1.4	1349	419	3	18	2	0		62	
	SELECTORS are still in the	SELECTORS are still in the OFF position)	12.0	1	-1	2164	76	17.65032624886706	83.8414201832781	52.24346584743924	85.95353714143387	0	0	-0.4	1349	419	3	18	2	0		62	
2.	Remove the dust cap on the	Remove the dust cap on the DRAFT INPUT port . Attach the DRAFT hose (Blue band)	12.0	1	2	2165	76	14.70980426065283	85.55808019156409	87.76143391927083	87.6959598425663	0	0	-0.4	1350	419	3	18	2	0		62	
3.	Turn PUMP CONTROL to	Turn PUMP CONTROL to ON	12.0	1	2	2166	76	14.70980426065283	87.29999426639442	42.988561493119384	89.43787391739663	0	0	-0.4	1351	419	3	18	2	0		62	
	<img0215>	<img0215>	-1.0	-1	-1	2167	76	11.764705882352942	60.32449741556187	20.955882352941178	66.63762872869319	0	1	-29.1	1352	420	0	18	2	0		62	
	VMDS Technical and Operators Manual	VMDS Technical and Operators Manual ver 2019.2.l	9.960000038146973	0	-1	2168	77	11.768627790064594	4.375376845851089	82.82171511182598	6.103285876187412	0	1	-62.3	1353	420	0	18	2	0		62	
77			12.0	0	2	2169	77	11.768627790064594	91.77726976799244	14.490196128296697	93.85909263533776	0	1	85.7	1354	420	0	18	2	0		62	
4.	Turn AIR CONTROL to	Turn AIR CONTROL to WET/OFF	12.0	1	2	2170	77	14.70980426065283	8.878784950333413	47.12581759184794	11.016663638028232	0	0	-85.0	1355	421	3	18	2	0		62	
5.	Turn SELECTOR 2 to	Turn SELECTOR 2 to OFF	12.0	1	2	2171	77	14.70980426065283	10.623735370058002	40.26307249380872	12.761614057752823	0	0	-0.4	1356	421	3	18	2	0		62	
6.	Turn SELECTOR 1 to	Turn SELECTOR 1 to DRAFT	12.0	1	2	2172	77	14.70980426065283	12.366165777649544	43.086601706112134	14.504044465344363	0	0	-0.4	1357	421	3	18	2	0		62	
7.	Allow Anti-freeze to be drafted in until gone and it is blown through and visually validated	Allow Anti-freeze to be drafted in until gone and it is blown through and visually validated	12.0	1	2	2173	77	14.70980426065283	14.10858847878196	88.72093250548917	16.24646620316939	0	0	-0.4	1358	421	3	18	2	0		62	
	exiting the DRAFT OUT port located on the back of the power unit.	exiting the DRAFT OUT port located on the back of the power unit.	12.0	0	-1	2174	77	17.65032624886706	15.876768092916471	72.16830284766901	17.897979659263534	0	0	-0.4	1358	421	3	18	2	0		62	
	WARNING:	WARNING: Be cautious of the hose suction for it may cause injury if body parts	12.0	1	-1	2175	77	22.238563088809745	21.104043902772847	88.69640873927696	23.216164714158186	0	0	3.2	1358	421	3	18	2	0		62	
	come in direct contact with the suction force itself.	come in direct contact with the suction force itself.	12.0	0	-1	2176	77	23.4150331783918	22.846466603905267	63.717322256050856	24.86767817025233	0	0	-0.4	1358	421	3	18	2	0		62	
8.	Return BOTH SELECTORS to	Return BOTH SELECTORS to OFF and shut down the power unit.	12.0	1	2	2177	77	14.70980426065283	28.04797779430043	71.46241929796007	30.185855518687855	0	0	3.2	1359	421	3	18	2	0		62	
9.	Remove hose and replace the dust cap.	Remove hose and replace the dust cap.	12.0	1	2	2178	77	14.70980426065283	29.790408201891967	48.57679878184998	31.928285926279397	0	0	-0.4	1360	421	3	18	2	0		62	
	NOTE:	NOTE: IF UNSURE of the quality of the winterization procedure completed (Step #1 or #2),	12.0	1	-1	2179	77	11.768627790064594	33.304796315202815	88.68560791015625	35.416917126588146	0	0	1.4	1361	422	0	18	2	0		62	
	REPEAT the above outlined procedures.  A cracked pump will deadline the power unit.	REPEAT the above outlined procedures.  A cracked pump will deadline the power unit.	12.0	0	-1	2180	77	11.768627790064594	35.04722286956479	81.15359536962572	37.068434435911854	0	0	-0.4	1362	422	0	18	2	0		62	
	Power unit pump is now winterized and ready for safe storage in cold weather.	Power unit pump is now winterized and ready for safe storage in cold weather.	12.0	1	-1	2181	77	11.768627790064594	38.6547974865846	75.5604563195721	40.618434096827656	0	0	1.6	1363	422	0	18	2	0		62	
	<img0216>	<img0216>	-1.0	-1	-1	2182	77	12.867647058823529	19.544189144866635	22.058823529411764	25.85732045799795	0	1	-21.1	1364	422	0	18	2	0		62	
	VMDS Technical and Operators Manual	VMDS Technical and Operators Manual ver 2019.2.l	9.960000038146973	0	-1	2183	78	11.768627790064594	4.375376845851089	82.82171511182598	6.103285876187412	0	1	-21.5	1365	422	0	18	2	0		62	
78			12.0	0	2	2184	78	11.768627790064594	91.77726976799244	14.490196128296697	93.85909263533776	0	1	85.7	1366	422	0	18	2	0		62	
13.0	TROUBLESHOOTING	TROUBLESHOOTING	12.0	1	0	2185	78	11.768627790064594	8.918178442752723	36.45915112464257	11.016663638028232	0	0	-84.9	1367	422	0	19	0	0	TROUBLESHOOTING	63	
	This section includes two tables, ‘Problems’ and ‘Corrective Actions’.  Operators experiencing	This section includes two tables, ‘Problems’ and ‘Corrective Actions’.  Operators experiencing	12.0	0	-1	2186	78	11.768627790064594	12.391922690651635	88.73595194099775	14.413135220306089	0	0	1.4	1368	423	1	19	0	0		63	
	problems with their system should refer to the first table and see if the problem(s) they are	problems with their system should refer to the first table and see if the problem(s) they are	12.0	0	-1	2187	78	11.768627790064594	14.134345391784052	88.68234671798407	16.155557921438508	0	0	-0.3	1368	423	1	19	0	0		63	
	experiencing are listed.  If they are, note the ‘Reference Number(s)’ in the left column.	experiencing are listed.  If they are, note the ‘Reference Number(s)’ in the left column.	12.0	0	-1	2188	78	11.768627790064594	15.876768092916471	81.3692828409033	17.897979659263534	0	0	-0.3	1368	423	1	19	0	0		63	
	Use the reference number(s) to refer to the second table, ‘Corrective Actions’.  Perform the	Use the reference number(s) to refer to the second table, ‘Corrective Actions’.  Perform the	12.0	0	-1	2189	78	11.768627790064594	19.361613495181306	88.71733222911561	21.382825061528372	0	0	1.5	1369	423	1	19	0	0		63	
	recommended actions one at a time to see if the problem(s) are corrected.	recommended actions one at a time to see if the problem(s) are corrected.	12.0	0	-1	2190	78	11.768627790064594	21.104043902772847	69.83496971379698	23.12525546911991	0	0	-0.3	1369	423	1	19	0	0		63	
	If the problems experienced are not listed in the ‘Problems’ table, or if additional information is	If the problems experienced are not listed in the ‘Problems’ table, or if additional information is	12.0	0	-1	2191	78	11.768627790064594	24.588889305037682	88.72518103107129	26.61010087138475	0	0	1.5	1370	423	1	19	0	0		63	
	required, contact CLS.	required, contact CLS. Be prepared to provide the system serial number .	12.0	0	-1	2192	78	11.768627790064594	26.313130542485403	69.18398788551879	28.39494762998639	0	0	-0.3	1370	423	1	19	0	0		63	
	INTERNAL SAFETY SYSTEMS	INTERNAL SAFETY SYSTEMS – This power unit is designed with various safety controls	12.0	1	-1	2193	78	11.768627790064594	29.81616511489406	88.70816698261336	31.928285926279397	0	0	1.4	1371	423	1	19	0	0		63	
	built within.  If any of the	built within.  If any of the RED LED lights illuminate, the unit is designed to automatically shut	12.0	1	-1	2194	78	11.768627790064594	31.698737481627802	88.74182607613358	33.81086021962792	0	0	-0.2	1371	423	1	19	0	0		63	
	down on its own.  This also signals that the power unit started to run outside one or several of the	down on its own.  This also signals that the power unit started to run outside one or several of the	12.0	0	-1	2195	78	11.768627790064594	33.59267880218198	88.69804432189542	35.61389036852904	0	0	-0.2	1371	423	1	19	0	0		63	
	programmed operating ranges.  If the following unit-level troubleshooting methods do not resolve	programmed operating ranges.  If the following unit-level troubleshooting methods do not resolve	12.0	0	-1	2196	78	11.768627790064594	35.47146729748658	88.73791663475286	37.49267886383365	0	0	-0.1	1371	423	1	19	0	0		63	
	the issue, STOP and always contact maintenance support.  Continued use of the power unit could	the issue, STOP and always contact maintenance support.  Continued use of the power unit could	12.0	0	-1	2197	78	11.768627790064594	37.350255792791195	88.74182607613358	39.37146735913826	0	0	-0.1	1371	423	1	19	0	0		63	
	cause severe damage to the power unit components.	cause severe damage to the power unit components. The programmable logic control navigation	12.0	0	-1	2198	78	11.768627790064594	39.22904043486624	88.74182607613358	41.250252001213305	0	0	-0.1	1371	423	1	19	0	0		63	
	button allows for scrolling to obtain specific engine operational data which monitors the safety	button allows for scrolling to obtain specific engine operational data which monitors the safety	12.0	0	-1	2199	78	11.768627790064594	41.107828930170854	88.7153675353605	43.129040496517916	0	0	-0.1	1371	423	1	19	0	0		63	
	cut-off features.  These parameters must be set and adjusted only by qualified service technicians.	cut-off features.  These parameters must be set and adjusted only by qualified service technicians.	12.0	0	-1	2200	78	11.768627790064594	42.98661742547546	89.25162919985702	45.00782899182253	0	0	-0.1	1371	423	1	19	0	0		63	
13.1	PROBLEMS	PROBLEMS	12.0	1	0	2201	78	11.768627790064594	45.89419124102352	27.17973796370762	47.9926793262212	0	0	0.9	1372	424	0	19	1	0	PROBLEMS	64	
	PROBLEM	PROBLEM	9.960000038146973	1	-1	2202	78	38.20424796709048	52.420675874960544	46.86600928213082	54.162420407690185	0	0	4.4	1373	424	0	19	1	0		64	
	CORRECTIVE	CORRECTIVE	9.960000038146973	1	-1	2203	78	74.99183205997242	50.23885784727155	86.45395515790952	51.98060238000119	0	0	-3.9	1374	425	1	19	1	0		64	
	ACTION	ACTION	9.960000038146973	1	-1	2204	78	77.27124083275889	51.69340191465436	84.18465408624387	53.435146447384	0	0	-0.3	1374	425	1	19	1	0		64	
	REFERENCE	REFERENCE	9.960000038146973	1	-1	2205	78	75.50163518369588	53.132795083402385	85.97221623838338	54.874539616132026	0	0	-0.3	1374	425	1	19	1	0		64	
	NUMBER(S)	NUMBER(S)	9.960000038146973	1	-1	2206	78	75.89869281045752	54.589866869377374	85.56045831418506	56.33161140210701	0	0	-0.3	1374	425	1	19	1	0		64	
	When the green Start button is pressed, the engine does NOT turn on	When the green Start button is pressed, the engine does NOT turn on 1,2,14,15,16,18	9.960000038146973	0	-1	2207	78	12.690196317784928	57.60885296445905	84.36437868604473	59.28646049114189	0	0	1.3	1375	426	0	19	1	0		64	
	Air to system shuts off.	Air to system shuts off. 24	9.960000038146973	0	-1	2208	78	12.690196317784928	60.63915599476208	75.77124202952666	62.31676352144492	0	0	1.4	1376	426	0	19	1	0		64	
	While the system is running the “Charging” indicator light comes on and stays on	While the system is running the “Charging” indicator light comes on and stays on 4, 5, 14	9.960000038146973	0	-1	2209	78	12.690196317784928	63.66945902506511	79.05065000446794	65.34706655174796	0	0	1.4	1377	426	0	19	1	0		64	
	While the system is running the “Oil Pressure” indicator light comes on and stays on	While the system is running the “Oil Pressure” indicator light comes on and stays on 5, 14	9.960000038146973	0	-1	2210	78	12.690196317784928	66.6997659085977	77.42320042030484	68.37736958205099	0	0	1.4	1378	426	0	19	1	0		64	
	The system shuts itself down during operations – the “Oil Pressure” indicator light is on	The system shuts itself down during operations – the “Oil Pressure” indicator light is on 5, 14	9.960000038146973	0	-1	2211	78	12.690196317784928	70.4876446964765	77.42320042030484	72.16524836992977	0	0	2.1	1379	426	0	19	1	0		64	
	While the system is running the “Alternator” indicator light comes on and stays on	While the system is running the “Alternator” indicator light comes on and stays on 4	9.960000038146973	0	-1	2212	78	12.690196317784928	75.03309924193104	74.96731826682496	76.71070291538432	0	0	2.9	1380	426	0	19	1	0		64	
	VMDS Technical and Operators Manual	VMDS Technical and Operators Manual ver 2019.2.l	9.960000038146973	0	-1	2213	79	11.768627790064594	4.375376845851089	82.82171511182598	6.103285876187412	0	1	-72.3	1381	426	0	19	1	0		64	
79			12.0	0	2	2214	79	11.768627790064594	91.77726976799244	14.490196128296697	93.85909263533776	0	1	85.7	1382	426	0	19	1	0		64	
	(Continuing 13.1 Trouble Shooting - Problems)	(Continuing 13.1 Trouble Shooting - Problems)	12.0	1	-1	2215	79	11.768627790064594	8.918178442752723	51.69444364659927	11.016663638028232	0	0	-84.9	1383	426	0	19	1	0		64	
	PROBLEM	PROBLEM	9.960000038146973	1	-1	2216	79	38.20424796709048	15.447190795281921	46.86600928213082	17.18893340139678	0	0	4.4	1384	426	0	19	1	0		64	
	CORRECTIVE	CORRECTIVE	9.960000038146973	1	-1	2217	79	75.0114391052645	13.265376620822483	86.4735622032016	15.007119226937343	0	0	-3.9	1385	427	1	19	1	0		64	
	ACTION	ACTION	9.960000038146973	1	-1	2218	79	77.29084787805095	14.719916834975734	84.20426113153594	16.461659441090596	0	0	-0.3	1385	427	1	19	1	0		64	
	REFERENCE	REFERENCE	9.960000038146973	1	-1	2219	79	75.50163518369588	16.174464755588108	85.97221623838338	17.91620736170297	0	0	-0.3	1385	427	1	19	1	0		64	
	NUMBER(S)	NUMBER(S)	9.960000038146973	1	-1	2220	79	75.9182998557496	17.62901267620048	85.58006535947713	19.370755282315343	0	0	-0.3	1385	427	1	19	1	0		64	
	The system shuts itself down during operations – the “Over Heat” light is on	The system shuts itself down during operations – the “Over Heat” light is on 5, 16, 18	9.960000038146973	0	-1	2221	79	12.690196317784928	20.64799684466738	79.89378785775378	22.325604371350224	0	0	1.3	1386	428	0	19	1	0		64	
	The air compressor “Temperature” gauge needle goes above 318 degrees and stalls unit	The air compressor “Temperature” gauge needle goes above 318 degrees and stalls unit 18, 19	9.960000038146973	0	-1	2222	79	12.690196317784928	23.67829987497041	78.24673122829861	25.35590740165325	0	0	1.4	1387	428	0	19	1	0		64	
	The air compressor “Pressure” gauge needle is over 115 psi the system shuts down	The air compressor “Pressure” gauge needle is over 115 psi the system shuts down 11	9.960000038146973	0	-1	2223	79	12.690196317784928	26.708602905273438	75.79084907481874	28.386210431956282	0	0	1.4	1388	428	0	19	1	0		64	
	The system shuts down/cuts off during operation	The system shuts down/cuts off during operation 2, 14, 15, 16, 17, 19	9.960000038146973	0	-1	2224	79	12.690196317784928	29.73890593557647	87.24673402075675	31.416513462259314	0	0	1.4	1389	428	0	19	1	0		64	
	System runs rough, does not idle smoothly	System runs rough, does not idle smoothly	9.960000038146973	0	-1	2225	79	12.690196317784928	33.485115898980034	41.02287791133706	35.16272342566288	0	0	2.1	1390	428	0	19	1	0		64	
	2, 3, 4, 15, 16, 17,	2, 3, 4, 15, 16, 17,	9.960000038146973	0	-1	2226	79	73.75653834124796	32.75784193867385	85.99986157386131	34.4354494653567	0	0	-2.4	1391	429	1	19	1	0		64	
	18, 19	18, 19	9.960000038146973	0	-1	2227	79	73.75653834124796	34.212389859286226	78.24673122829861	35.88999738596907	0	0	-0.2	1391	429	1	19	1	0		64	
	When conducting spray operations, the discharge line surges	When conducting spray operations, the discharge line surges 3, 23	9.960000038146973	0	-1	2228	79	12.690196317784928	37.24269288958926	77.44280746559691	38.9203004162721	0	0	1.4	1392	430	0	19	1	0		64	
	Pump cycles unevenly, or skip-cycles	Pump cycles unevenly, or skip-cycles 20	9.960000038146973	0	-1	2229	79	12.690196317784928	40.27299591989228	75.79084907481874	41.95060344657513	0	0	1.4	1393	430	0	19	1	0		64	
	Pump cycles rapidly – faster than usual	Pump cycles rapidly – faster than usual 3, 8, 9, 20	9.960000038146973	0	-1	2230	79	12.690196317784928	43.30329895019531	80.69771162045548	44.98090647687816	0	0	1.4	1394	430	0	19	1	0		64	
	When attempting to draft the pump will not prime	When attempting to draft the pump will not prime 7, 8	9.960000038146973	0	-1	2231	79	12.690196317784928	46.333601980498344	76.61928164413553	48.01120950718119	0	0	1.4	1395	430	0	19	1	0		64	
	Fluid leaks detected – fluid appears to be coming from the VMDS power module	Fluid leaks detected – fluid appears to be coming from the VMDS power module 9, 11, 12	9.960000038146973	0	-1	2232	79	12.690196317784928	49.363905010801375	79.89378785775378	51.04151253748422	0	0	1.4	1396	430	0	19	1	0		64	
	Fluid leaks detected – fluid appears to be leaking from the tank(s)	Fluid leaks detected – fluid appears to be leaking from the tank(s) 7, 10	9.960000038146973	0	-1	2233	79	12.690196317784928	52.394208041104406	77.44280746559691	54.071815567787255	0	0	1.4	1397	430	0	19	1	0		64	
	During operation a ‘pulsating hissing noise’ is heard from the pump area of the VMDS	During operation a ‘pulsating hissing noise’ is heard from the pump area of the VMDS	9.960000038146973	0	-1	2234	79	12.690196317784928	55.42703493677005	69.92810317893434	57.10464246345289	0	0	1.4	1398	431	1	19	1	0		64	
	power module	power module	9.960000038146973	0	-1	2235	79	12.690196317784928	56.88157900415286	22.488562889348447	58.5591865308357	0	0	-0.2	1398	431	1	19	1	0		64	
11			9.960000038146973	0	2	2236	79	73.75653834124796	56.154308897076234	75.79084907481874	57.831916423759075	0	0	-2.4	1399	431	3	19	1	0		64	
	A small trickle of water is seen coming from the pump compartment	A small trickle of water is seen coming from the pump compartment 12	9.960000038146973	0	-1	2237	79	12.690196317784928	59.91188203445589	75.79084907481874	61.589489561138734	0	0	2.1	1400	432	0	19	1	0		64	
	Line ‘bucks’ when discharging foam	Line ‘bucks’ when discharging foam 3, 22	9.960000038146973	0	-1	2238	79	12.690196317784928	62.942185064758924	77.44280746559691	64.61979259144177	0	0	1.4	1401	432	0	19	1	0		64	
	Water is discharged from discharge air line(s)	Water is discharged from discharge air line(s) 24	9.960000038146973	0	-1	2239	79	12.690196317784928	65.97249194829152	75.79084907481874	67.6500956217448	0	0	1.4	1402	432	0	19	1	0		64	
	VMDS Technical and Operators Manual	VMDS Technical and Operators Manual ver 2019.2.l	9.960000038146973	0	-1	2240	80	11.768627790064594	4.375376845851089	82.82171511182598	6.103285876187412	0	1	-63.3	1403	432	0	19	1	0		64	
80			12.0	0	2	2241	80	11.768627790064594	91.77726976799244	14.490196128296697	93.85909263533776	0	1	85.7	1404	432	0	19	1	0		64	
	13.2   PROGRAMMABLE LOGIC CONTROLLER ERROR CODES	13.2   PROGRAMMABLE LOGIC CONTROLLER ERROR CODES	12.0	1	-1	2242	80	11.768627790064594	8.918178442752723	70.9722232195287	11.016663638028232	0	0	-84.9	1405	432	0	19	2	0	PROGRAMMABLE LOGIC CONTROLLER ERROR CODES	65	
